gamma,Load
0.025979925,11.008
0.026006093,10.999
0.025944278,10.992
0.026035844,11.063
0.026095631,11.121
0.026142786,11.182
0.026130474,11.179
0.02614619,11.115
0.02611509,11.096
0.026106763,11.05
0.026104324,11.038
0.026161127,11.093
0.026177254,11.166
0.026257366,11.212
0.026237523,11.182
0.026207263,11.145
0.02624686,11.13
0.026218449,11.102
0.026264594,11.069
0.026232887,11.075
0.026323631,11.2
0.026342857,11.197
0.026354373,11.185
0.026336398,11.145
0.026357688,11.142
0.02633521,11.124
0.02632875,11.078
0.026349692,11.081
0.026344153,11.047
0.026361181,11.06
0.026366827,11.05
0.026384321,11.136
0.026417779,11.203
0.026510024,11.249
0.026506174,11.252
0.026527428,11.264
0.026477254,11.212
0.0265176,11.194
0.026532985,11.157
0.026532413,11.151
0.026574404,11.121
0.026523836,11.115
0.026533137,11.105
0.026541901,11.102
0.026533289,11.133
0.026539569,11.148
0.026596525,11.255
0.026659939,11.307
0.026680765,11.349
0.026749209,11.371
0.026720423,11.328
0.026743518,11.328
0.026735478,11.285
0.026762745,11.328
0.026805369,11.401
0.026815143,11.438
0.026866756,11.459
0.026875065,11.435
0.026881917,11.398
0.026843331,11.359
0.026858778,11.34
0.026933289,11.401
0.026954623,11.481
0.027067721,11.542
0.027086679,11.563
0.027121263,11.578
0.02708986,11.542
0.02708617,11.493
0.027095899,11.462
0.027099768,11.42
0.027154525,11.499
0.027203851,11.566
0.02723143,11.621
0.027247664,11.636
0.027216698,11.597
0.02727133,11.569
0.027265219,11.542
0.027262646,11.517
0.027289958,11.572
0.027345966,11.636
0.027400125,11.682
0.027415286,11.697
0.027435897,11.682
0.027406781,11.652
0.027418029,11.624
0.027411043,11.606
0.027526624,11.679
0.027528375,11.725
0.027580059,11.789
0.027605807,11.804
0.027648763,11.819
0.027652872,11.789
0.027676557,11.758
0.027630171,11.71
0.027635906,11.719
0.02771626,11.792
0.027740427,11.841
0.027804476,11.88
0.027841258,11.905
0.027899116,11.908
0.027874216,11.835
0.027866765,11.795
0.027864567,11.761
0.027838506,11.707
0.02789891,11.804
0.027941401,11.862
0.028025123,11.942
0.028025096,11.911
0.028046368,11.893
0.028024238,11.853
0.028041642,11.829
0.028026981,11.816
0.028129974,11.887
0.028139373,11.957
0.028162727,12.006
0.028222407,12.012
0.02824275,11.96
0.028220692,11.932
0.02823495,11.905
0.028217922,11.902
0.028334995,11.969
0.02836178,12.015
0.028432556,12.057
0.028379505,12.036
0.028405262,11.996
0.028406138,11.96
0.028407237,11.957
0.02845507,11.99
0.028534111,12.061
0.028527446,12.109
0.028616171,12.146
0.028584767,12.103
0.0286176,12.064
0.028621621,12.024
0.028613553,12.012
0.028694014,12.07
0.028686563,12.122
0.028778263,12.18
0.028797659,12.198
0.028854087,12.238
0.028840463,12.201
0.028837845,12.134
0.028865487,12.119
0.02887175,12.115
0.028930814,12.18
0.02898935,12.177
0.02904149,12.222
0.029081676,12.262
0.029114348,12.286
0.0291036,12.259
0.029105736,12.195
0.029109381,12.183
0.029122478,12.164
0.02919958,12.247
0.029245457,12.292
0.029246529,12.311
0.029352113,12.375
0.029350809,12.369
0.029389574,12.381
0.029391155,12.332
0.029345269,12.286
0.029368561,12.274
0.02941752,12.274
0.029477772,12.347
0.029508505,12.399
0.029574949,12.427
0.029606924,12.457
0.029639239,12.451
0.029622407,12.402
0.02962498,12.372
0.029644975,12.354
0.029601706,12.332
0.029701269,12.384
0.029739498,12.442
0.029820951,12.479
0.02983705,12.515
0.029883659,12.5
0.029875833,12.457
0.029859135,12.424
0.029885419,12.384
0.029912445,12.415
0.029965309,12.454
0.029955919,12.549
0.030043617,12.552
0.030045171,12.582
0.030125525,12.589
0.030132663,12.564
0.03022322,12.579
0.030187224,12.543
0.030186965,12.521
0.030231877,12.482
0.030214143,12.445
0.030267775,12.512
0.030331386,12.555
0.030364103,12.622
0.030438765,12.671
0.030474252,12.668
0.030477325,12.714
0.030569811,12.717
0.030585428,12.732
0.030561324,12.665
0.030601581,12.634
0.030591119,12.595
0.030618279,12.604
0.030652158,12.65
0.030717636,12.711
0.03079195,12.756
0.030799964,12.781
0.030870785,12.79
0.030914447,12.836
0.030949004,12.836
0.030986509,12.866
0.031026436,12.888
0.031049567,12.851
0.031061396,12.799
0.031065193,12.759
0.031072224,12.723
0.031097096,12.735
0.031141499,12.808
0.031160261,12.83
0.031226383,12.878
0.031255642,12.894
0.031331341,12.921
0.03138399,12.933
0.031409586,12.927
0.031441294,12.888
0.031375413,12.848
0.03142657,12.79
0.031451773,12.787
0.031491897,12.817
0.031578755,12.9
0.03158684,12.946
0.031652738,12.982
0.031679979,13.007
0.031755919,13.019
0.031763629,13.034
0.031816144,13.031
0.031844135,13.077
0.031904735,13.071
0.031889833,13.04
0.03186865,12.988
0.03189489,12.946
0.031910444,12.952
0.031997615,12.997
0.032027294,13.062
0.032104047,13.089
0.032143465,13.113
0.03215851,13.135
0.032184749,13.083
0.032206745,13.04
0.03216572,12.979
0.032213598,12.946
0.032283847,13.016
0.032300849,13.083
0.032343322,13.135
0.032384937,13.129
0.032452569,13.159
0.032483749,13.184
0.03252297,13.174
0.032525847,13.129
0.032515894,13.077
0.032503985,13.049
0.032609962,13.068
0.032617341,13.132
0.032646806,13.181
0.032716215,13.193
0.032718762,13.245
0.032772286,13.229
0.032822979,13.242
0.032811597,13.199
0.032833128,13.12
0.032808318,13.098
0.03285708,13.077
0.032912383,13.144
0.03299153,13.177
0.033048244,13.26
0.03310109,13.263
0.033070035,13.284
0.033152872,13.278
0.033125561,13.211
0.033159332,13.174
0.033146458,13.144
0.033201608,13.181
0.033250344,13.245
0.033283695,13.275
0.033347789,13.303
0.033343983,13.345
0.033454159,13.361
0.033458554,13.373
0.033496364,13.391
0.033551604,13.324
0.033536049,13.275
0.03353462,13.254
0.03352607,13.211
0.03359715,13.272
0.033655687,13.312
0.03374325,13.348
0.033778996,13.379
0.033785518,13.376
0.033845636,13.425
0.033881542,13.376
0.03385214,13.312
0.033878245,13.278
0.033868025,13.202
0.033947038,13.269
0.033998437,13.303
0.034027526,13.37
0.034086081,13.376
0.034159778,13.4
0.034180979,13.425
0.034212865,13.422
0.03425239,13.409
0.034254936,13.348
0.034317654,13.315
0.034306048,13.269
0.034334861,13.229
0.034400054,13.269
0.034438765,13.306
0.034486599,13.367
0.034501313,13.382
0.034615161,13.394
0.034646913,13.422
0.034672903,13.428
0.034707415,13.428
0.034750907,13.358
0.03475717,13.29
0.034748137,13.254
0.034734575,13.251
0.034861342,13.284
0.034888234,13.339
0.034965997,13.33
0.034986277,13.354
0.035032368,13.361
0.035066827,13.37
0.035124658,13.37
0.035192031,13.379
0.035216108,13.361
0.035287671,13.373
0.035365791,13.379
0.035404503,13.379
0.035441285,13.312
0.035355124,13.257
0.035441329,13.19
0.0354606,13.165
0.035518476,13.208
0.035575342,13.239
0.035615286,13.284
0.035688171,13.278
0.035734754,13.29
0.035761556,13.297
0.035830072,13.278
0.035872608,13.297
0.035913651,13.263
0.035948655,13.269
0.036015143,13.281
0.036065264,13.242
0.036058188,13.181
0.036038435,13.098
0.03606153,13.065
0.036112946,13.092
0.036161771,13.107
0.036261351,13.162
0.036281497,13.147
0.036355481,13.184
0.036336246,13.174
0.036437702,13.19
0.036502787,13.156
0.03646756,13.092
0.036523005,13.058
0.036486259,12.991
0.036545305,12.994
0.036572921,13.025
0.036625855,13.055
0.036699178,13.074
0.036756044,13.092
0.036798499,13.107
0.036857339,13.089
0.036828268,12.994
0.036821719,12.943
0.036833432,12.894
0.036899616,12.906
0.036923586,12.955
0.037021192,12.994
0.0370596,13.013
0.037120397,13.019
0.037149862,13.025
0.037178799,13.004
0.037192576,12.961
0.03720528,12.885
0.037198928,12.811
0.037251532,12.793
0.037271134,12.781
0.037278183,12.836
0.037306969,12.848
0.037402242,12.885
0.037411096,12.869
0.037445287,12.866
0.037411159,12.808
0.037417752,12.756
0.037442053,12.708
0.037428893,12.637
0.037464889,12.656
0.037468248,12.708
0.037479585,12.747
0.037477691,12.738
0.037488171,12.698
0.037550469,12.68
0.0375119,12.653
0.037583365,12.57
0.037589735,12.485
0.037567364,12.43
0.037631377,12.408
0.037616126,12.433
0.037654025,12.457
0.03765985,12.421
0.037658769,12.433
0.037692102,12.418
0.037694586,12.32
0.037743259,12.228
0.037749522,12.17
0.037779032,12.128
0.03781098,12.146
0.037804476,12.17
0.037805066,12.164
0.037754811,12.149
0.037815742,12.131
0.037812034,12.097
0.037814473,12.003
0.037843349,11.954
0.037852578,11.868
0.037881605,11.841
0.037833128,11.893
0.037839346,11.923
0.037824864,11.942
0.037822711,11.911
0.037832708,11.88
0.037833324,11.877
0.037882918,11.804
0.037860681,11.716
0.037896435,11.664
0.037940275,11.636
0.037898347,11.621
0.03793412,11.685
0.037894434,11.688
0.037886232,11.664
0.037874261,11.618
0.037894872,11.551
0.037933986,11.459
0.037923944,11.398
0.037997892,11.368
0.037974618,11.313
0.037974002,11.386
0.037972045,11.404
0.037950817,11.407
0.037959519,11.401
0.037929456,11.346
0.037968659,11.234
0.0379689,11.13
0.038031591,11.047
0.038030582,11.008
0.038003377,11.026
0.038023988,11.06
0.037991772,11.026
0.038038336,11.017
0.038005575,10.995
0.038034691,10.956
0.038045743,10.84
0.03805407,10.751
0.038093299,10.657
0.038099893,10.587
0.038157509,10.608
0.038136961,10.605
0.038099955,10.599
0.038114062,10.559
0.038122809,10.51
0.03818768,10.474
0.038159135,10.379
0.038215188,10.266
0.038228134,10.135
0.038282918,10.019
0.038295113,9.952
0.038303967,9.915
0.03835616,9.882
0.038339962,9.76
0.038446163,9.518
0.038501983,9.244
0.038558349,9.024
0.038607219,8.917
0.0386259,8.795
0.038645216,8.743
0.038684178,8.71
0.038670598,8.67
0.038690878,8.627
0.038698437,8.569
0.038717028,8.521
0.038698437,8.481
0.038747315,8.459
0.038749638,8.438
0.038721665,8.398
0.038755025,8.42
0.038740561,8.45
0.03878047,8.414
0.038748164,8.38
0.038724238,8.35
0.038777727,8.307
0.038767372,8.292
0.038805084,8.282
0.038773921,8.286
0.038802448,8.307
0.038818815,8.319
0.038794184,8.264
0.038838685,8.237
0.03878181,8.203
0.03882607,8.17
0.038835495,8.148
0.038847405,8.185
0.038826838,8.188
0.03882842,8.182
0.038844876,8.148
0.038836746,8.109
0.038882391,8.09
0.038845189,8.06
0.038894497,8.072
0.038903288,8.118
0.03886982,8.066
0.03889874,8.026
0.038872018,7.983
0.038907549,7.944
0.038934754,7.919
0.038902189,7.941
0.038914295,7.877
0.038932118,7.788
0.038958376,7.715
0.039010042,7.629
0.039042759,7.584
0.039029599,7.486
0.039098445,7.196
0.039267346,6.781
0.039302636,6.564
0.039355088,6.451
0.039380756,6.369
0.039401197,6.323
0.039374627,6.281
0.03940067,6.244
0.039422005,6.229
0.03945532,6.192
0.039457429,6.189
0.039443411,6.14
0.039477709,6.094
0.039491289,6.07
0.039482525,6.033
0.039524846,6
0.039528607,5.957
0.039545725,5.96
0.039542187,5.942
0.039491075,5.945
0.039554141,5.89
0.039528259,5.814
0.039630617,5.74
0.039650612,5.649
0.039665335,5.496
0.039741061,5.392
0.039862191,5.09
0.039921898,4.984
0.039930841,4.886
0.040011757,4.807
0.040001912,4.727
0.040038256,4.681
0.040072322,4.669
0.040063048,4.636
0.040054543,4.611
0.040082364,4.611
0.040073439,4.599
0.040116778,4.572
0.040095729,4.562
0.040111525,4.556
0.040114053,4.535
0.040142116,4.565
0.040125498,4.523
0.040146467,4.523
0.040163647,4.538
0.040123676,4.51
0.040142839,4.504
0.04014627,4.465
0.040146967,4.507
0.040156553,4.504
0.040166551,4.504
0.040166685,4.489
0.040183409,4.489
0.040178111,4.483
0.040182355,4.474
0.040197338,4.443
0.040192022,4.462
0.040170222,4.471
0.040181274,4.462
0.040172045,4.459
0.040187385,4.446
0.04017787,4.459
0.040187912,4.446
0.040203404,4.425
0.040202305,4.44
0.040180461,4.453
0.040153453,4.453
0.040202064,4.44
0.040184178,4.449
0.04021182,4.425
0.040209533,4.422
0.040162334,4.431
0.04019547,4.425
0.040214741,4.416
0.040218217,4.431
0.040248539,4.44
0.040197338,4.422
0.040208389,4.425
0.0401575,4.416
0.040198874,4.41
0.040214259,4.391
0.040224015,4.413
0.040201447,4.41
0.040220611,4.404
0.040179273,4.41
0.04020956,4.404
0.040253114,4.391
0.040225882,4.379
0.040213928,4.391
0.040209426,4.385
0.040212812,4.391
0.040231511,4.398
0.040198329,4.376
0.040233092,4.391
0.040240454,4.407
0.040232279,4.404
0.040226633,4.416
